GEOID,median_home_value,median_home_value_owner,median_gross_rent_x,median_year_built,median_hh_income,monthly_owner_cost,median_gross_rent_y,avg_housing_cost,ht_cost_very_low_income,ht_cost_low_income,ht_cost_moderate_income,affordability_pctile_very_low,affordability_pctile_low,affordability_pctile_moderate,lmi_population,total_population,lmi_pct,hh_at_30pct_ami,hh_at_50pct_ami,hh_at_80pct_ami,cost_burdened_30pct_ami,cost_burdened_50pct_ami,cost_burdened_80pct_ami,affordable_units_30pct_ami,affordable_units_50pct_ami
48439105505,191500.0,211000.0,959.0,1979.0,44954.0,1399.0,966.0,1120.76404,47.58093403,102.7208112,56.38149868,62.68056886,9.598258598,30.15324336,1715.0,4125.0,41.58,300.0,550.0,940.0,260.0,475.0,609.0,40.0,100.0
48439105507,,,,,92740.0,2951.0,1143.0,2132.772416,52.86051269,114.6582849,62.56137093,33.95204869,1.141180306,9.759373981,835.0,6660.0,12.54,,,,,,,,
48439105508,,,,,49737.0,1804.0,832.0,1168.587336,48.202429,106.1667918,57.6769653,61.77583359,4.366350566,28.36601407,2000.0,6145.0,32.55,,,,,,,,
48439105510,,,,,54286.0,1439.0,888.0,1165.958254,48.79873396,107.1555074,58.02489125,56.43452305,14.45047801,34.34098152,2430.0,7165.0,33.91,,,,,,,,
48439105511,151000.0,167200.0,921.0,1984.0,44587.0,1099.0,968.0,1047.252669,49.31294882,105.0703393,57.74688835,64.44848754,9.828469751,32.37424377,3140.0,6030.0,52.07,330.0,635.0,1100.0,320.0,560.0,655.0,20.0,210.0
48439105512,205300.0,210800.0,978.0,1978.0,68649.0,1368.0,1065.0,1304.778626,52.14093927,108.5012414,60.21245587,44.54457167,1.663613232,14.19293893,1305.0,4015.0,32.5,135.0,295.0,605.0,110.0,255.0,395.0,0.0,34.0
48439105513,,,847.0,1988.0,28425.0,,839.0,,41.13275806,88.19498925,48.35437918,85.06745252,13.50098232,53.52612967,1955.0,3395.0,57.58,260.0,820.0,1100.0,220.0,710.0,875.0,90.0,270.0
48439105514,,,904.0,1986.0,44911.0,,838.0,,42.17055251,90.89197802,49.78478414,69.01211351,7.18729352,27.73761118,1455.0,2475.0,58.79,220.0,580.0,1085.0,205.0,560.0,840.0,10.0,80.0
48439105515,173800.0,171600.0,910.0,1992.0,,,,,,,,,,,,,,440.0,820.0,940.0,435.0,740.0,805.0,60.0,165.0
48439105516,178700.0,180600.0,646.0,1991.0,,,,,,,,,,,,,,145.0,220.0,415.0,125.0,200.0,275.0,80.0,80.0
48439105517,227600.0,230500.0,781.0,1985.0,,,,,,,,,,,,,,295.0,550.0,1085.0,285.0,540.0,805.0,0.0,235.0
48439105518,237800.0,246000.0,1126.0,1989.0,,,,,,,,,,,,,,145.0,235.0,595.0,145.0,205.0,355.0,0.0,0.0
48439105519,402300.0,392900.0,1298.0,1994.0,,,,,,,,,,,,,,100.0,255.0,545.0,80.0,220.0,405.0,0.0,45.0
48439105520,599800.0,567700.0,,,,,,,,,,,,,,,,55.0,105.0,190.0,55.0,105.0,185.0,0.0,0.0
48439105600,127400.0,133500.0,908.0,1955.0,55500.0,1076.0,1062.0,1073.264615,51.50175101,108.0048892,59.92034845,54.39152137,5.176615385,23.63948718,2495.0,4830.0,51.66,215.0,355.0,635.0,195.0,255.0,350.0,15.0,39.0
48439105701,150200.0,149500.0,1090.0,1972.0,61793.0,1171.0,1036.0,1123.527473,50.9392692,108.9342118,59.84993969,47.54031746,2.996630037,20.89245421,1570.0,3250.0,48.31,90.0,235.0,460.0,90.0,225.0,290.0,0.0,55.0
48439105703,152200.0,153900.0,903.0,1981.0,53133.0,1163.0,961.0,1079.349693,49.70458593,103.6074226,57.55057967,57.97315951,9.49202454,24.23650307,1855.0,3350.0,55.37,280.0,365.0,695.0,220.0,290.0,515.0,65.0,110.0
48439105704,,,,,43357.0,1050.0,944.0,997.6331694,48.05171986,103.0885475,56.54153961,72.67755915,11.59578356,34.27052003,4525.0,8660.0,52.25,,,,,,,,
48439105705,133000.0,127300.0,796.0,1984.0,,,,,,,,,,,,,,280.0,685.0,1030.0,135.0,410.0,540.0,45.0,205.0
48439105706,129400.0,124700.0,1142.0,1993.0,,,,,,,,,,,,,,150.0,310.0,615.0,150.0,300.0,350.0,0.0,0.0
48439105800,90500.0,109100.0,789.0,1969.0,36738.0,1047.0,835.0,968.3576763,49.53003096,105.8253465,58.29549389,70.65875519,6.94373444,33.21211618,3025.0,4520.0,66.92,405.0,650.0,1020.0,390.0,550.0,630.0,50.0,209.0
48439105901,83100.0,75100.0,721.0,1961.0,36893.0,913.0,879.0,897.6313901,48.05646879,102.5219788,56.50420718,75.41626308,10.34977578,42.81515695,2375.0,2935.0,80.92,265.0,480.0,680.0,200.0,280.0,280.0,35.0,200.0
48439105902,85000.0,,739.0,1985.0,25179.0,1278.0,723.0,787.171875,46.58134429,109.3889138,57.67961256,82.93369792,29.60625,58.27507813,3260.0,3850.0,84.68,570.0,790.0,1005.0,490.0,640.0,665.0,180.0,750.0
48439106001,,,,,49191.0,1181.0,900.0,1088.118948,50.60675836,108.8640191,59.65978681,69.39819545,4.835074342,27.96572627,2710.0,7020.0,38.6,,,,,,,,
48439106002,87600.0,95000.0,924.0,1974.0,35646.0,771.0,1130.0,891.9906383,51.08066477,110.4528362,60.36279257,82.02700709,11.07268085,42.92544681,1800.0,3360.0,53.57,170.0,440.0,750.0,140.0,250.0,270.0,0.0,50.0
48439106004,115200.0,133200.0,968.0,1998.0,52164.0,1137.0,1118.0,1129.53932,51.6974781,116.4126797,62.4155641,60.76620616,7.733900106,25.42151966,2520.0,4140.0,60.87,390.0,790.0,1290.0,280.0,545.0,685.0,10.0,120.0
48439106005,134500.0,133500.0,942.0,1974.0,,,,,,,,,,,,,,135.0,320.0,640.0,135.0,270.0,420.0,0.0,80.0
48439106006,128800.0,147400.0,864.0,1984.0,,,,,,,,,,,,,,290.0,535.0,1090.0,280.0,470.0,685.0,0.0,260.0
48439106101,87200.0,56700.0,1000.0,1988.0,38542.0,823.0,969.0,858.4571429,51.35888006,107.8660786,59.58965344,73.04911565,13.57714286,36.1344898,1100.0,1545.0,71.2,95.0,230.0,355.0,55.0,155.0,170.0,0.0,4.0
48439106102,25200.0,21700.0,805.0,1993.0,21522.0,983.0,786.0,832.7389531,45.91394825,100.0038221,54.41196174,80.51588489,24.22243372,60.58341264,2610.0,2985.0,87.44,430.0,860.0,1200.0,254.0,594.0,704.0,150.0,470.0
48439106201,59000.0,60200.0,619.0,1963.0,36522.0,747.0,878.0,785.5483607,49.69007901,105.3591084,58.09558897,79.43508197,13.73442623,42.93303279,2455.0,3175.0,77.32,300.0,625.0,795.0,240.0,349.0,349.0,10.0,230.0
48439106202,64600.0,67100.0,681.0,1989.0,24250.0,828.0,798.0,807.3531469,45.68000058,103.8453132,55.45898018,84.60244755,21.59440559,63.31421911,3420.0,4360.0,78.44,490.0,860.0,1170.0,330.0,575.0,720.0,340.0,555.0
48439106300,77600.0,109500.0,754.0,1974.0,32113.0,1005.0,998.0,1001.729781,49.03310446,109.5399243,59.00187413,76.04763717,15.9847764,47.47012369,1975.0,2925.0,67.52,335.0,620.0,875.0,210.0,345.0,445.0,30.0,149.0
48439106400,57700.0,84200.0,849.0,1986.0,42176.0,981.0,859.0,940.7816979,50.80273852,105.2879179,58.61369847,68.36097023,10.37971334,30.30176406,1585.0,2505.0,63.27,120.0,475.0,755.0,45.0,240.0,395.0,0.0,160.0
48439106502,156700.0,155200.0,923.0,1976.0,44028.0,1294.0,842.0,1141.454697,50.40433533,104.5848542,58.21857124,56.80786922,5.633915212,27.12876143,915.0,2475.0,36.97,185.0,395.0,485.0,164.0,314.0,333.0,25.0,105.0
48439106503,147200.0,155600.0,833.0,1977.0,45556.0,1286.0,931.0,1135.668367,49.67174844,104.2546666,57.76765115,72.03826531,13.19591837,29.26581633,3165.0,5130.0,61.7,365.0,675.0,1200.0,215.0,420.0,580.0,140.0,275.0
48439106507,213100.0,218300.0,1111.0,1982.0,49432.0,1363.0,2059.0,1711.74359,49.46894131,106.6495434,58.33000611,54.64081197,8.175213675,27.91196581,605.0,1850.0,32.7,130.0,290.0,530.0,85.0,250.0,345.0,0.0,45.0
48439106509,274900.0,277500.0,1049.0,1995.0,56058.0,1781.0,836.0,1283.606383,51.47566653,113.7914096,61.59957822,52.32826748,11.82735562,27.86018237,1450.0,4070.0,35.63,135.0,300.0,640.0,130.0,225.0,360.0,25.0,125.0
48439106510,,,,,77926.0,1531.0,1557.0,1533.56274,54.24742433,114.4815249,63.22475854,29.67058138,1.363159734,9.247675638,1250.0,7915.0,15.79,,,,,,,,
48439106511,,,,,42420.0,1206.0,827.0,1009.77661,49.47460322,109.1346768,59.25512133,66.12358739,14.13771353,33.39602497,3125.0,6095.0,51.27,,,,,,,,
48439106512,204200.0,205400.0,804.0,1989.0,33718.0,1490.0,696.0,980.6064577,48.26594895,108.4761841,58.37031902,67.04230229,19.31642489,45.84389331,2830.0,4930.0,57.4,325.0,560.0,990.0,280.0,470.0,600.0,60.0,275.0
48439106513,145900.0,152300.0,1039.0,1981.0,47702.0,1144.0,1060.0,1113.603721,50.71665789,112.5831195,60.94319901,60.25705426,8.119813953,25.37190698,1230.0,2875.0,42.78,125.0,310.0,530.0,105.0,275.0,354.0,10.0,70.0
48439106514,194300.0,195800.0,905.0,1988.0,37750.0,1570.0,929.0,1066.224431,47.97948578,107.5372877,57.95958094,64.9115804,15.40074534,43.7389234,2255.0,5055.0,44.61,155.0,480.0,915.0,130.0,425.0,725.0,0.0,90.0
48439106515,186900.0,197900.0,794.0,1983.0,31977.0,1520.0,747.0,997.4019196,49.41367656,108.1611198,58.91578796,72.50981804,7.324295141,44.47618476,2710.0,4550.0,59.56,335.0,705.0,1200.0,335.0,675.0,900.0,15.0,410.0
48439106516,,,,,20865.0,,665.0,,42.55374765,86.09299569,48.38244739,87.39487179,18.71812865,64.86837607,3665.0,4600.0,79.67,,,,,,,,
48439106517,,,,,56531.0,1587.0,887.0,1133.053024,49.10946153,107.3069544,58.57443027,53.43832787,6.179565088,23.92103068,3195.0,7260.0,44.01,,,,,,,,
48439106518,,,1016.0,1994.0,49729.0,,971.0,,41.83927328,88.1389674,48.76699553,56.94522607,7.990672367,27.46059075,1085.0,2665.0,40.71,200.0,665.0,1285.0,200.0,575.0,800.0,30.0,225.0
48439106519,,,722.0,1983.0,,,,,,,,,,,,,,275.0,455.0,615.0,265.0,435.0,455.0,0.0,385.0
48439106520,64300.0,,748.0,1981.0,,,,,,,,,,,,,,360.0,700.0,1400.0,280.0,555.0,760.0,0.0,425.0
48439106521,176000.0,174600.0,950.0,2004.0,,,,,,,,,,,,,,180.0,465.0,595.0,180.0,380.0,415.0,0.0,95.0
48439106522,143900.0,198100.0,727.0,1990.0,,,,,,,,,,,,,,425.0,690.0,965.0,415.0,625.0,775.0,0.0,260.0
48439106523,,,867.0,1987.0,,,,,,,,,,,,,,260.0,505.0,1075.0,260.0,475.0,675.0,25.0,205.0
48439106524,206400.0,208800.0,1667.0,1988.0,,,,,,,,,,,,,,70.0,175.0,545.0,50.0,145.0,270.0,0.0,0.0
48439106525,217600.0,218400.0,,,,,,,,,,,,,,,,0.0,65.0,130.0,0.0,55.0,120.0,0.0,0.0
48439106526,226100.0,223100.0,1424.0,1997.0,,,,,,,,,,,,,,80.0,280.0,625.0,85.0,275.0,515.0,0.0,0.0
48439106600,,,821.0,1991.0,28500.0,,773.0,,41.36092754,96.28475493,50.69044388,86.1227673,14.87773585,54.14207547,1850.0,2565.0,72.12,260.0,535.0,915.0,225.0,490.0,615.0,105.0,295.0
48439106700,118300.0,111500.0,858.0,1968.0,52854.0,1065.0,991.0,1040.27784,51.53948076,117.1822157,62.62799569,63.00427447,4.96647919,23.41811024,1080.0,2200.0,49.09,105.0,170.0,345.0,90.0,140.0,185.0,10.0,49.0
48439110101,,,,,36727.0,1179.0,740.0,946.8029646,47.63410795,102.6598878,56.28914124,70.19879489,10.16341287,42.07830803,3930.0,7420.0,52.96,,,,,,,,
48439110102,114000.0,116600.0,810.0,1973.0,47847.0,1032.0,744.0,894.6035503,48.72891758,101.7282643,56.59948998,72.96139053,7.34556213,33.17869822,2410.0,3885.0,62.03,220.0,445.0,830.0,195.0,390.0,470.0,15.0,120.0
48439110103,123200.0,124200.0,857.0,1983.0,,,,,,,,,,,,,,170.0,680.0,985.0,160.0,600.0,620.0,0.0,70.0
48439110104,206300.0,216500.0,622.0,1974.0,,,,,,,,,,,,,,145.0,440.0,710.0,105.0,210.0,245.0,25.0,285.0
48439110202,122000.0,151900.0,960.0,1960.0,60714.0,1039.0,1038.0,1038.764957,52.11694814,109.4191283,60.76510224,49.5991453,1.701196581,17.87162393,2005.0,3800.0,52.76,150.0,305.0,575.0,100.0,210.0,280.0,0.0,20.0
48439110203,,,,,59562.0,1346.0,1008.0,1202.091212,49.99059398,105.9966836,58.53654594,51.68442077,3.362716378,24.35699068,2980.0,8415.0,35.41,,,,,,,,
48439110204,115300.0,116700.0,1015.0,1991.0,53821.0,1093.0,993.0,1047.607664,50.1809951,110.1008971,59.99000518,57.92104623,2.237226277,29.21998175,2530.0,5720.0,44.23,370.0,640.0,1395.0,189.0,309.0,529.0,15.0,35.0
48439110205,233600.0,234100.0,1125.0,1992.0,,,,,,,,,,,,,,110.0,275.0,730.0,60.0,220.0,600.0,0.0,0.0
48439110206,128500.0,139800.0,1647.0,2001.0,,,,,,,,,,,,,,230.0,270.0,525.0,175.0,215.0,350.0,0.0,25.0
48439110301,87500.0,80600.0,713.0,1968.0,40028.0,1054.0,715.0,880.7518428,49.07471743,106.5293909,58.25719419,80.34758395,13.04504505,39.83325143,2370.0,3280.0,72.26,210.0,365.0,740.0,130.0,195.0,260.0,130.0,200.0
48439110302,106200.0,97200.0,737.0,1968.0,32558.0,971.0,756.0,852.496063,48.19479104,106.0646246,57.69356535,80.06539808,9.582677165,41.71929134,3765.0,5240.0,71.85,260.0,665.0,1105.0,230.0,410.0,455.0,0.0,395.0
48439110401,148300.0,164500.0,873.0,1964.0,54316.0,1103.0,1069.0,1092.735456,51.24458978,108.693249,59.91242298,54.34280465,4.358113901,20.46338028,2175.0,4250.0,51.18,70.0,200.0,570.0,60.0,135.0,160.0,0.0,40.0
48439110402,92900.0,88400.0,802.0,1969.0,36211.0,1069.0,867.0,1010.882266,50.56902663,107.7369283,59.26100978,71.35457444,15.21589404,43.37292127,3170.0,4580.0,69.21,200.0,495.0,865.0,185.0,415.0,470.0,0.0,190.0
48439110500,117800.0,115300.0,915.0,1953.0,39282.0,1002.0,788.0,905.8819607,49.11859881,107.4638305,58.48948914,69.18557297,5.115305102,29.03291097,3830.0,7505.0,51.03,170.0,510.0,1170.0,110.0,315.0,480.0,60.0,115.0
48439110600,186900.0,179500.0,1210.0,1995.0,54917.0,1250.0,1127.0,1188.893151,49.43773425,109.4623985,59.25180358,54.85881279,7.369497717,27.77242009,1280.0,2480.0,51.61,130.0,220.0,545.0,94.0,139.0,324.0,4.0,18.0
48439110701,,,,,50170.0,845.0,900.0,875.0633855,48.41063342,102.2856837,56.57277296,65.63437733,8.097837435,25.87524236,3495.0,6950.0,50.29,,,,,,,,
48439110703,143300.0,159000.0,874.0,1976.0,49764.0,1275.0,874.0,1081.537047,49.32968208,109.3720554,59.24371891,59.52408542,6.785961003,30.69582173,2010.0,3995.0,50.31,155.0,505.0,1060.0,140.0,410.0,515.0,0.0,95.0
48439110704,110700.0,127000.0,849.0,1986.0,30039.0,943.0,743.0,826.912037,47.45181034,103.0601225,56.31594201,77.26319444,11.05509259,50.9541088,2025.0,3690.0,54.88,270.0,590.0,965.0,205.0,400.0,545.0,30.0,155.0
48439110705,101900.0,97400.0,911.0,1987.0,,,,,,,,,,,,,,75.0,240.0,560.0,25.0,110.0,265.0,0.0,15.0
48439110706,134900.0,133900.0,922.0,1971.0,,,,,,,,,,,,,,365.0,645.0,855.0,310.0,345.0,400.0,120.0,264.0
48439110805,159000.0,159700.0,1321.0,1997.0,68852.0,1191.0,1104.0,1169.006879,52.356403,112.0735497,61.55259107,43.0087131,4.188134136,12.46392949,1960.0,5340.0,36.7,75.0,315.0,630.0,75.0,185.0,390.0,0.0,95.0
48439110806,214500.0,215100.0,1282.0,1991.0,81432.0,1389.0,1355.0,1383.852441,54.43801098,121.0922873,65.08618626,32.31932712,3.758639605,8.428414701,315.0,3935.0,8.01,80.0,205.0,420.0,54.0,159.0,314.0,0.0,0.0
48439110807,173800.0,165800.0,1234.0,2003.0,61697.0,1309.0,996.0,1223.636364,52.32403682,115.8625595,62.41598278,46.97168656,9.449035813,20.85881543,1710.0,5855.0,29.21,205.0,440.0,750.0,180.0,355.0,535.0,0.0,45.0
48439110808,419400.0,492300.0,1660.0,2007.0,130444.0,2494.0,1613.0,2434.041712,56.47101553,125.2715237,67.16070275,13.79363337,3.951701427,7.456750823,250.0,1485.0,16.84,35.0,75.0,155.0,35.0,74.0,139.0,45.0,80.0
48439110809,243900.0,247700.0,1576.0,2004.0,87984.0,1505.0,1353.0,1488.821782,54.35610146,118.9944196,64.31481674,26.50156766,3.156435644,9.099876238,225.0,1745.0,12.89,50.0,75.0,170.0,39.0,53.0,77.0,0.0,0.0
48439110901,220800.0,244000.0,1107.0,1999.0,79639.0,1407.0,962.0,1340.146618,52.29220978,108.2718491,60.23054635,36.71664085,3.343314404,12.31677852,630.0,4050.0,15.56,125.0,300.0,535.0,105.0,230.0,365.0,0.0,85.0
48439110903,353200.0,353600.0,878.0,1987.0,70921.0,2193.0,954.0,1550.059459,49.94997628,104.484638,58.09410616,43.10873874,3.00972973,12.41310811,530.0,1720.0,30.81,20.0,65.0,155.0,15.0,59.0,123.0,4.0,44.0
48439110905,173200.0,183200.0,1091.0,1983.0,67630.0,1329.0,1252.0,1312.997356,52.66971898,112.4251058,61.75338343,41.09635114,4.793231095,13.98402961,925.0,4405.0,21.0,75.0,140.0,300.0,70.0,95.0,149.0,0.0,15.0
48439110906,162300.0,170500.0,1130.0,1977.0,65069.0,1231.0,1005.0,1170.945021,52.96385397,117.89704,63.45893843,44.84679291,3.345632254,18.13029933,1050.0,4365.0,24.05,160.0,225.0,830.0,110.0,155.0,445.0,45.0,55.0
48439110907,209600.0,214800.0,1039.0,1993.0,71315.0,1462.0,905.0,1320.102662,51.38130044,108.6175815,59.69240895,39.35898606,2.424942966,13.801673,810.0,2805.0,28.88,55.0,185.0,485.0,45.0,120.0,190.0,10.0,50.0
48439111003,164700.0,168600.0,1139.0,1978.0,72663.0,1363.0,1256.0,1346.331658,53.12791388,112.6580918,62.09852423,42.36053601,2.23919598,18.2038191,710.0,2730.0,26.01,105.0,205.0,410.0,85.0,129.0,183.0,25.0,25.0
48439111005,,,,,46233.0,1156.0,968.0,1063.399575,49.70798366,112.2705413,60.1393548,65.90772815,16.60504406,38.85606199,3815.0,8410.0,45.36,,,,,,,,
48439111008,,,,,67616.0,1438.0,1090.0,1336.663048,52.90203861,119.7101805,63.8819593,44.10608763,1.939046142,13.86145793,1565.0,6050.0,25.87,,,,,,,,
48439111010,392000.0,404000.0,1023.0,1968.0,74179.0,2288.0,929.0,1899.172366,52.93555369,120.0571626,63.59934566,44.95166318,6.066713189,24.65526867,855.0,2925.0,29.23,105.0,360.0,540.0,95.0,325.0,430.0,0.0,40.0
48439111011,,,,,76612.0,1333.0,1271.0,1319.390765,52.86587904,114.7465348,62.49816263,34.36829773,2.21337009,12.4980703,2425.0,8610.0,28.16,,,,,,,,
48439111012,,,,,66702.0,1289.0,1427.0,1336.433867,52.44526511,116.5198947,62.81854022,39.92673406,5.787700084,17.77173547,2175.0,7725.0,28.16,,,,,,,,
48439111013,,,,,65200.0,1412.0,1279.0,1364.986244,52.56557557,118.2161158,63.28443303,46.28426104,4.937172105,20.13682022,3125.0,7590.0,41.17,,,,,,,,
48439111015,152100.0,158500.0,1127.0,1984.0,56250.0,1173.0,1091.0,1147.675086,51.46091384,113.2037828,61.27959307,54.07631075,8.742135476,32.98002296,525.0,2370.0,22.15,90.0,200.0,360.0,69.0,144.0,228.0,4.0,33.0
48439111016,,,,,86304.0,1551.0,1270.0,1505.780641,54.09606374,113.5394827,62.69177307,32.71127759,4.047228049,12.81672161,1070.0,8120.0,13.18,,,,,,,,
48439111017,,,,,105544.0,1810.0,1911.0,1821.566805,56.79099659,125.6512871,67.5475232,23.42222222,1.189488243,8.830733057,1010.0,9970.0,10.13,,,,,,,,
48439111018,301600.0,312300.0,631.0,1984.0,94375.0,2035.0,923.0,1885.545006,55.44043063,124.6762763,66.3624996,29.78076449,2.069543773,10.84956843,605.0,2210.0,27.38,10.0,45.0,180.0,10.0,44.0,84.0,0.0,25.0
48439111019,142500.0,144200.0,954.0,1988.0,,,,,,,,,,,,,,180.0,315.0,740.0,180.0,300.0,300.0,45.0,65.0
48439111020,138600.0,142900.0,891.0,1997.0,,,,,,,,,,,,,,575.0,825.0,1410.0,505.0,755.0,1125.0,140.0,465.0
48439111021,219200.0,226300.0,748.0,1992.0,,,,,,,,,,,,,,55.0,225.0,495.0,60.0,230.0,310.0,0.0,65.0
48439111022,162300.0,163800.0,1440.0,2004.0,,,,,,,,,,,,,,45.0,280.0,465.0,45.0,255.0,315.0,0.0,0.0
48439111023,171500.0,177600.0,1675.0,1998.0,,,,,,,,,,,,,,190.0,250.0,775.0,190.0,250.0,575.0,0.0,0.0
48439111024,165200.0,171000.0,1387.0,1999.0,,,,,,,,,,,,,,140.0,245.0,635.0,140.0,215.0,270.0,0.0,0.0
48439111025,156100.0,156800.0,1395.0,1987.0,,,,,,,,,,,,,,85.0,105.0,425.0,85.0,105.0,305.0,0.0,0.0
